author,description,format,genre,month,pages,publisher,rating,title,year,best_seller
Chevy Stevens,"Eleven years ago, Lindsey Nash escaped into the night with her young daughter and left an abusive relationship. Her ex-husband, Andrew, was sent to jail and Lindsey started over with a new life.",Hardcover,Thriller,March,406,St. Martin's Press,3.97,Never Let You Go,2017.0,0
Sarah A. Denzil,"In the summer of 2006, Emma Price watched helplessly as her six-year-old son's red coat was fished out of the River Ouse. It was the tragic story of the year - a little boy, Aiden, wandered away from school during a terrible flood, fell into the river, and drowned. His body was never recovered. Ten years later, Emma has finally rediscovered the joy in life. She's married,",Paperback,Mystery,January,413,Createspace Independent Publishing Platform,4.02,Silent Child,2017.0,0
John Sandford,"<b><i>The man was smart and he didn’t mind killing people. Welcome to the big leagues, Davenport.</i> Lucas Davenport’s first case as a U.S. Marshal sends him into uncharted territory, in the thrilling new novel in the #1 New York Times-bestselling series.</b>",Hardcover,Mystery,April,400,G.P. Putnam's Sons,4.31,Golden Prey,2017.0,0
Kimberly Belle,<b>Even the perfect marriage has its dark side… </b>,Paperback,Mystery,December,334,Mira,3.94,The Marriage Lie,2016.0,0
Alessandra Torre,"Four years ago, I lied. I stood in front of the police, my friends and family, and made up a story, my best one yet. And all of them believed me. ",Paperback,Mystery,October,307,DCA,4.24,The Ghostwriter,2017.0,0
Sarah Pinborough,<b>Why is everyone talking about the ending of Sarah Pinborough's <i><b>Behind Her Eyes?</b></i></b>,Hardcover,Thriller,January,307,Flatiron Books,3.75,Behind Her Eyes,2017.0,0
Brian Freeman,Homicide detective Frost Easton doesn’t like coincidences. When a series of bizarre deaths rock San Francisco—as seemingly random women suffer violent psychotic breaks—Frost looks for a connection that leads him to psychiatrist Francesca Stein. Frankie’s controversial therapy helps people erase their most terrifying memories…and all the victims were her patients.,Paperback,Mystery,February,362,Thomas & Mercer,3.96,The Night Bird,2017.0,0
Joe Ide,"For ten years, something has gnawed at Isaiah Quintabe's gut and kept him up nights, boiling with anger and thoughts of revenge. Ten years ago, when Isaiah was just a boy, his brother was killed by an unknown assailant. The search for the killer sent Isaiah plunging into despair and nearly destroyed his life. Even with a flourishing career, a new dog, and near-iconic statu",Hardcover,Mystery,October,336,Mulholland Books,3.85,Righteous,2017.0,0
Robert Bryndza,He’s your perfect date. You’re his next victim.,Paperback,Mystery,April,368,Bookouture,4.39,Last Breath,2017.0,0
J.D. Barker,"For over five years, the Four Monkey Killer has terrorized the residents of Chicago. When his body is found, the police quickly realize he was on his way to deliver one final message, one which proves he has taken another victim who may still be alive.",Hardcover,Thriller,June,404,Houghton Mifflin Harcourt,4.15,The Fourth Monkey,2017.0,0
Lisa Wingate,"THE BLOCKBUSTER HIT—A New York Times, USA Today, Wall Street Journal, and Publishers Weekly Bestseller",Hardcover,Historical,June,342,Ballantine Books,4.36,Before We Were Yours,2017.0,0
Ken Follett,"In 1558, the ancient stones of Kingsbridge Cathedral look down on a city torn apart by religious conflict. As power in England shifts precariously between Catholics and Protestants, royalty and commoners clash, testing friendship, loyalty, and love.",Hardcover,Historical,September,916,Viking,4.22,A Column of Fire,2017.0,0
Kate Quinn,"In an enthralling new historical novel from national bestselling author Kate Quinn, two women—a female spy recruited to the real-life Alice Network in France during World War I and an unconventional American socialite searching for her cousin in 1947—are brought together in a mesmerizing story of courage and redemption. ",Paperback,Historical,June,532,William Morrow Paperbacks,4.26,The Alice Network,2017.0,0
Mark T. Sullivan,"<p> <b>Based on the true story of a forgotten hero, <i>Beneath a Scarlet Sky</i> is the triumphant, epic tale of one young man’s incredible courage and resilience during one of history’s darkest hours.</b> </p>",Paperback,Historical,May,513,Lake Union Publishing,4.42,Beneath a Scarlet Sky,2017.0,0
Taylor Jenkins Reid,"Aging and reclusive Hollywood movie icon Evelyn Hugo is finally ready to tell the truth about her glamorous and scandalous life. But when she chooses unknown magazine reporter Monique Grant for the job, no one is more astounded than Monique herself. Why her? Why now?",Hardcover,Historical,June,388,Atria Books,4.27,The Seven Husbands of Evelyn Hugo,2017.0,0
Lisa See,From #1 ,Hardcover,Historical,March,371,Scribner,4.24,The Tea Girl of Hummingbird Lane,2017.0,0
Amy Harmon,"<p> <i>Italy, 1943—Germany occupies much of the country, placing the Jewish population in grave danger during World War II.</i> </p>",Paperback,Historical,December,384,Lake Union Publishing,4.4,From Sand and Ash,2016.0,0
Philippa Gregory,"The latest novel from #1 New York Times bestselling author Philippa Gregory features one of the most famous girls in history, Lady Jane Grey, and her two sisters, each of whom dared to defy her queen.",Hardcover,Historical,August,528,Touchstone,3.79,The Last Tudor,2017.0,0
Anita Shreve,"In October 1947, after a summer-long drought, fires break out all along the Maine coast from Bar Harbor to Kittery and are soon racing out of control from town to village. Five months pregnant, Grace Holland is left alone to protect her two toddlers when her husband, Gene, joins the volunteer firefighters. Along with her best friend, Rosie, and Rosie's two young children,",Hardcover,Historical,April,256,Knopf Publishing Group,3.85,The Stars Are Fire,2017.0,0
John Boyne,Cyril Avery is not a ,Hardcover,Historical,August,582,Hogarth Press,4.47,The Heart's Invisible Furies,2017.0,0
Christina Baker Kline,From the #1 ,Hardcover,Historical,February,309,William Morrow,3.87,A Piece of the World,2017.0,0
Jessica Shattuck,"<em>Three women, haunted by the past and the secrets they hold</em>",Hardcover,Historical,March,356,William Morrow,3.87,The Women in the Castle,2017.0,0
Georgia Hunter,NEW YORK TIMES BESTSELLER,Hardcover,Historical,February,416,Viking,4.41,We Were the Lucky Ones,2017.0,0
Hala Alyan,"<div><b>“Reading <i>Salt Houses</i> is like having your coffee grounds read: cosmic, foreboding and titillating all at once.</b> In this magnificent debut, Alyan’s powerful and poetic voice guides us into the dark recesses of history and leads us right up to the present tensions between East &amp; West, the modern &amp; ancestral, the hopeless and the hopeful.” <br/><b>—Aline Ohanesian, author of <i>Or</i></b></div>",Hardcover,Fiction,May,320,Houghton Mifflin Harcourt,3.9,Salt Houses,2017.0,0
Jamie Ford,"<b>A powerful novel about an orphan boy who is raffled off at Seattle’s 1909 World Fair, and the friends who teach him what it really means to have a family, from the author of <i>Hotel on the Corner of Bitter and Sweet</i>.</b>",Hardcover,Historical,September,320,Ballantine Books,3.93,Love and Other Consolation Prizes,2017.0,0
Janet Benton,<b>A young woman finds the most powerful love of her life when she gives birth at an institution for unwed mothers in 1883 Philadelphia. She is told she must give up her daughter to avoid a life of poverty and shame. But she chooses to keep her.</b>,Hardcover,Historical,May,352,Nan A. Talese,4.01,Lilli de Jong,2017.0,0
J.K. Rowling,J.K. Rowling's screenwriting debut is captured in this exciting hardcover edition of the Fantastic Beasts and Where to Find Them screenplay.,Hardcover,Fantasy,November,293,Arthur A. Levine Books,4.31,Fantastic Beasts and Where to Find Them: The Original Screenplay,2016.0,0
Neil Gaiman,<p>Introducing an instant classic—master storyteller Neil Gaiman presents a dazzling version of the great Norse myths.</p>,Hardcover,Fantasy,February,299,W. W. Norton & Company,4.1,Norse Mythology,2017.0,0
V.E. Schwab,<b><i>Witness the fate of beloved heroes - and enemies.</i><br/><br/>THE BALANCE OF POWER HAS FINALLY TIPPED...</b>,Hardcover,Fantasy,February,624,Tor Books,4.39,A Conjuring of Light,2017.0,0
Katherine Arden,"At the edge of the Russian wilderness, winter lasts most of the year and the snowdrifts grow taller than houses. But Vasilisa doesn't mind—she spends the winter nights huddled around the embers of a fire with her beloved siblings, listening to her nurse's fairy tales. Above all, she loves the chilling story of Frost, the blue-eyed winter demon, who appears in the frigid ni",Hardcover,Fantasy,January,323,Del Rey Books,4.13,The Bear and the Nightingale,2017.0,0
Brandon Sanderson,In ,Hardcover,Fantasy,November,1248,Tor Books,4.64,Oathbringer,2017.0,0
Ilona Andrews,"Dina DeMille may run the nicest Bed and Breakfast in Red Deer, Texas, but she caters to a very particular kind of guest… the kind that no one on Earth is supposed to know about. Guests like a former intergalactic tyrant with an impressive bounty on her head, the Lord Marshal of a powerful vampire clan, and a displaced-and-superhot werewolf; so don’t stand too close, or you",Paperback,Fantasy,December,332,Createspace Independent Publishing Platform,4.49,One Fell Sweep,2016.0,0
Karen Marie Moning,"Black holes loom menacingly over Dublin, threatening to destroy the Earth. Yet the greatest danger is the one MacKayla Lane has unleashed from within: the Sinsar Dubh—a sentient book of unthinkable evil—has possessed her body and will stop at nothing in its insatiable quest for power.",Hardcover,Fantasy,January,541,Delacorte Press,4.38,Feversong,2017.0,0
Robin Hobb,"More than twenty years ago, the first epic fantasy novel featuring FitzChivalry Farseer and his mysterious, often maddening friend the Fool struck like a bolt of brilliant lightning. Now New York Times bestselling author Robin Hobb brings to a momentous close the third trilogy featuring these beloved characters in a novel of unsurpassed artistry that is sure to endure as o",Hardcover,Fantasy,May,847,Del Rey,4.64,Assassin's Fate,2017.0,0
Erika Johansen,"In less than a year, Kelsea Glynn has grown from an awkward teenager into a powerful monarch and a visionary leader.",Hardcover,Fantasy,November,478,Harper,3.77,The Fate of the Tearling,2016.0,0
Anne Bishop,"<b><i>New York Times</i> bestselling author Anne Bishop returns to her world of the Others, as humans struggle to survive in the shadow of shapeshifters and vampires far more powerful than themselves…</b>",Hardcover,Fantasy,March,397,Roc,4.3,Etched in Bone,2017.0,0
Mark  Lawrence,<i>I was born for killing – the gods made me to ruin.</i>,Hardcover,Fantasy,April,469,Ace,4.28,Red Sister,2017.0,0
Darynda Jones,"A typical day in the life of Charley Davidson involves cheating husbands, missing people, errant wives, philandering business owners, and oh yeah...demons, hell hounds, evil gods, and dead people. Lots and lots of dead people. As a part time Private Investigator and full-time Grim Reaper, Charley has to balance the good, the bad, the undead, and those who want her dead. In",Hardcover,Fantasy,January,310,St. Martin's Press,4.38,Eleventh Grave in Moonlight,2017.0,0
Patricia Briggs,"<b>In the #1 <i>New York Times</i> bestselling Mercy Thompson novels, the coyote shapeshifter has found her voice in the werewolf pack. But when Mercy's bond with the pack and her mate is broken, she'll learn what it truly means to be alone...</b>",Hardcover,Fantasy,March,371,Ace Books,4.41,Silence Fallen,2017.0,0
Nicholas Eames,"Clay Cooper and his band were once the best of the best -- the meanest, dirtiest, most feared crew of mercenaries this side of the Heartwyld. ",Paperback,Fantasy,February,502,Orbit,4.35,Kings of the Wyld,2017.0,0
Tad Williams,"The Dragonbone Chair, the first volume of Memory, Sorrow, and Thorn, was published in hardcover in October, 1988, launching the series that was to become one of the seminal works of modern epic fantasy. Many of today's top-selling fantasy authors, from Patrick Rothfuss to George R. R. Martin to Christopher Paolini credit Tad with being the inspiration for their own series.",Hardcover,Fantasy,June,721,Daw Books,4.15,The Witchwood Crown,2017.0,0
